,MPAA,Running Time,Genres,Title,Revenue,imdb_ids,Domestic Distributor,Domestic Opening,Earliest Release Date,Budget
5168,,1 hr 20 min,Documentary Drama News,Fight to Live (2012),{},tt2084832,,,,
5169,,58 min,Biography Documentary,Getting Up: The TEMPT ONE Story (2012),{},tt2084839,,,,
5170,,59 min,Documentary,Growing Change (2011),{},tt2084844,,,,
5171,,1 hr 30 min,Action Crime Drama,Hearts of Men (2011),{},tt2084847,,,,
5172,,1 hr 30 min,Comedy Crime Drama Mystery,Jo Dooba So Paar: It's Love in Bihar! (2011),{},tt2084863,,,,
5173,,3 min,Short,Just a Little Heart Attack (2011),{},tt2084865,,,,
5174,,1 hr 21 min,Comedy Documentary,Lavell Crawford: Can a Brother Get Some Love (2011),{},tt2084872,,,,
5175,,13 min,Drama Short,Men Who Don't Work (2011),{},tt2084884,,,,
5176,,,Horror Short,"Paper Rock, Scissors (2011)",{},tt2084915,,,,
5177,,21 min,Action Short,Sailor Moon the Movie (2011),{},tt2084927,,,,
5178,,1 hr 44 min,Drama History,Saving the Titanic (2012),{},tt2084931,,,,
5179,,1 hr 22 min,Biography Comedy Documentary History Music,The Curse of the Gothic Symphony (2011),{},tt2084960,,,,
5180,,1 hr 48 min,Drama,The Scapegoat (2012),{},tt2084977,,,,
5181,,1 hr 38 min,Action Drama Thriller,To Kill a Beaver (2012),{},tt2084997,,,,
5182,,1 hr 35 min,Comedy Drama Family,Be Good (2012),{},tt2085756,,,,
5183,,14 min,Comedy Musical Sci-Fi Short,Doctor Glamour (2012),{},tt2085786,,,,
5184,,1 hr 10 min,Drama,Daughter... Father... Daughter (2011),{},tt2085787,,,,
5185,,,Comedy,Iskateli priklyucheniy (2012),"{'Domestic': 333696, 'International': 333696}",tt2085829,,,"October 18, 2012 (Russia/CIS)",
5186,,1 hr 15 min,Drama,Jakarta Twilight (2010),{},tt2085832,,,,
5187,,1 hr 12 min,Comedy Documentary Romance,Only the Young (2012),"{'Domestic': 15312, 'International': 15312}",tt2085888,Oscilloscope,1446.0,"December 7, 2012 (Domestic)",
5188,,1 hr 42 min,Documentary,Room 237 (2012),"{'Domestic': 296359, 'International': 71047, 'Worldwide': 367406}",tt2085910,IFC Films,29693.0,"October 26, 2012 (United Kingdom)",
5189,,20 min,Animation Comedy Romance Short,The Last Belle (2011),{},tt2085955,,,,
5190,,1 hr 33 min,Documentary,United in Anger: A History of ACT UP (2012),{},tt2085974,,,,
5191,,1 hr 10 min,Documentary Drama,The Reluctant Revolutionary (2012),{},tt2085986,,,,
5192,,58 min,Documentary Sport,Tim Tebow: Everything in Between (2011),{},tt2086753,,,,
5193,,5 min,Family Short,Ethan (2011),{},tt2086839,,,,
5194,,2 hr,Documentary History,History of the World in 2 Hours (2011),{},tt2086853,,,,
5195,,17 min,Drama History Short,Last Remarks (2012),{},tt2086867,,,,
5196,,1 hr,Documentary Sport,The Brady 6 (2011),{},tt2087624,,,,
5197,,1 hr 28 min,Comedy Horror,Waiting for Dracula (2012),{},tt2087676,,,,
5198,,,Adventure Crime Documentary History,Children of the Iron Snake (2011),{},tt2087715,,,,
5199,,1 hr 18 min,Horror,Community (2012),{},tt2087720,,,,
5200,,15 min,Horror Short,Cougars (2011),{},tt2087722,,,,
5201,,,Fantasy Short,Insight (2011),{},tt2087815,,,,
5202,,1 hr 35 min,Documentary,Low Definition Control - Malfunctions #0 (2011),"{'Domestic': 5571, 'International': 5571}",tt2087862,,,"September 28, 2012 (Austria)",
5203,,1 hr 38 min,Documentary,Minecraft: The Story of Mojang (2012),{},tt2087878,,,,
5204,,6 min,Animation Comedy Family Fantasy Short Thriller,The Pig Who Cried Werewolf (2011),{},tt2087984,,,,
5205,,1 hr 40 min,Documentary Music,Transgender Trouble (2011),{},tt2087999,,,,
5206,,7 min,Horror Short,Zombie in a Penguin Suit (2011),{},tt2088025,,,,
5207,,12 min,Comedy Short,'92 Skybox Alonzo Mourning Rookie Card (2012),{},tt2088662,,,,
5208,,1 hr 27 min,Documentary,Call Me Kuchu (2012),"{'Domestic': 9124, 'International': 2986, 'Worldwide': 12110}",tt2088714,Cinedigm Entertainment Group,3476.0,"November 2, 2012 (United Kingdom)",
5209,,1 hr 20 min,Documentary Drama,Downeast (2012),{},tt2088754,,,,
5210,,1 hr 29 min,Drama,Holiday Beach (2011),{},tt2088789,,,,
5211,,16 min,Drama Short,Lucha (2011),{},tt2088826,,,,
5212,PG,1 hr 34 min,Adventure Comedy Family Fantasy Mystery Thriller,The Adventures of Mickey Matson and the Copperhead Treasure (2012),{},tt2088832,,,,
5213,,1 hr 25 min,Drama,Of Two Minds (2012),{},tt2088846,,,,
5214,,1 hr 31 min,Drama,Shell (2012),{},tt2088893,,,,
5215,,1 hr 50 min,Music,Sheryl Crow: Miles from Memphis Live at the Pantages Theatre (2011),{},tt2088894,,,,
5216,,19 min,Documentary Family Short,Sifuna Okwethu (2011),{},tt2088898,,,,
5217,,18 min,Drama Short,Something Blue (2011),{},tt2088902,,,,
5218,,6 min,Comedy Short Thriller,The Birds of Anger (2011),{},tt2088920,,,,
5219,,1 hr 28 min,Action Fantasy Horror,The Cloth (2013),{},tt2088923,,,,
5220,,1 hr 24 min,Documentary,The List (2012),{},tt2088933,,,,
5221,,1 hr 22 min,Drama,Valley of Saints (2012),{},tt2088967,,,,
5222,,1 hr 16 min,Documentary Sport,We Are Skateboarders (2012),{},tt2088976,,,,
5223,,1 hr 25 min,Documentary,Welcome to the Machine (2012),{},tt2088978,,,,
5224,,54 min,Documentary,Deadliest Volcanoes (2012),{},tt2089271,,,,
5225,,1 hr 21 min,Drama Romance,Babygirl (2012),{},tt2089624,,,,
5226,,1 hr 32 min,Documentary News,Elemental (2012),"{'Domestic': 10358, 'International': 10358}",tt2089674,The Film Collaborative,,"May 17, 2013 (Domestic)",
5227,,1 hr 15 min,Documentary,Little Heaven (2011),{},tt2089733,,,,
5228,,1 hr 21 min,Drama,Measure of Faith (2011),{},tt2089741,,,,
5229,,6 min,Comedy Horror Short Thriller,Mr. Tricker's Treat (2011),{},tt2089746,,,,
5230,,1 hr 45 min,Comedy Family,Nativity 2: Danger in the Manger! (2012),"{'Domestic': 14433981, 'International': 14433981}",tt2089750,,,"November 23, 2012 (United Kingdom)",
5231,,1 hr 34 min,Drama,The Men of Dodge City (2012),{},tt2089833,,,,
5232,,12 min,Comedy Fantasy Romance Short,The Tea Party (2011),{},tt2089840,,,,
5233,,1 hr 22 min,Documentary History,A Fall from Freedom (2011),{},tt2090446,,,,
5234,,1 hr 30 min,Biography Documentary Drama News,Big Boys Gone Bananas!* (2011),"{'Domestic': 1175, 'International': 1175}",tt2090463,,,"September 21, 2012 (United Kingdom)",
5235,,1 hr 54 min,Biography Comedy Drama,Francis of Brooklyn (2012),{},tt2090501,,,,
5236,,13 min,Animation Comedy Family Fantasy Sci-Fi Short,Night of the Living Carrots (2011),{},tt2090578,,,,
5237,,1 hr 27 min,Documentary,Nuclear Savage: The Islands of Secret Project 4.1 (2011),{},tt2090581,,,,
5238,,1 hr 29 min,Biography Documentary Drama News,Of Two Minds (2012),{},tt2090582,,,,
5239,,40 min,Drama Short Thriller,Reboot (2012),{},tt2090594,,,,
5240,,1 hr 24 min,Documentary Drama,Reconvergence (2012),{},tt2090595,,,,
5241,,11 min,Fantasy Sci-Fi Short,Solipsist (2012),{},tt2090612,,,,
5242,,1 hr 40 min,Adventure Comedy Musical,The Adventures of Buckskin Jack and the Legend of the Fully Grooved Axe (2011),{},tt2090626,,,,
5243,,6 min,Mystery Short,Today Has Been Weird (2011),{},tt2090655,,,,
5244,PG,1 hr 32 min,Action Adventure Thriller,Air Collision (2012),{},tt2091229,,,,
5245,,1 hr 14 min,Animation Family Musical,Barbie: A Perfect Christmas (2011),{},tt2091240,,,,
5246,,8 min,Drama Music Short,Baroque (2011),{},tt2091241,,,,
5247,R,1 hr 20 min,Action Adventure Comedy,Bindlestiffs (2012),{},tt2091243,,,,
5248,,1 hr 30 min,Documentary,Chronicling a Crisis (2011),{},tt2091263,,,,
5249,,17 min,Action Comedy Short,Damaged Kung Fu (2011),{},tt2091271,,,,
5250,,1 hr 29 min,Drama Sci-Fi Thriller,Black Web (2012),{},tt2091288,,,,
5251,,1 hr 3 min,Drama,Venus in the Garden (2011),{},tt2091317,,,,
5252,,9 min,Comedy Drama Short,Jimmy Will Play (2011),{},tt2091323,,,,
5253,,1 hr 30 min,Adventure Documentary,Land Awakening (2011),{},tt2091333,,,,
5254,,1 hr 15 min,Comedy Drama,Lapland (2011),{},tt2091334,,,,
5255,,9 min,Biography Documentary Short,Male Femdom (2012),{},tt2091348,,,,
5256,,,Documentary,"Me, My Sex and I (2011)",{},tt2091349,,,,
5257,,11 min,Comedy Drama Short,Mouthful (2012),{},tt2091357,,,,
5258,,2 hr 5 min,Drama,New Hope (2012),{},tt2091368,,,,
5259,,25 min,Drama Short,Nobody's Child (2012),{},tt2091370,,,,
5260,,1 hr 32 min,Documentary History News,The Revisionaries (2012),"{'Domestic': 22664, 'International': 22664}",tt2091398,Kino Lorber,2608.0,"October 5, 2012 (Domestic)",
5261,,55 min,Adventure Documentary News Sport,Scavenger Hunt: An Unlikely Union (2012),{},tt2091404,,,,
5262,,1 hr 27 min,Action Documentary Drama,Sniper: Bulletproof (2011),{},tt2091413,,,,
5263,,20 min,Comedy Short,The Immigrant (2012),{},tt2091439,,,,
5264,,1 hr 38 min,Drama,To Redemption (2012),{},tt2091459,,,,
5265,R,1 hr 46 min,Drama,Promised Land (2012),"{'Domestic': 7597898, 'International': 3441133, 'Worldwide': 11039031}",tt2091473,Focus Features,173915.0,"December 28, 2012 (Domestic)",
5266,,8 min,Horror Short Thriller,Webcam (2012),{},tt2091480,,,,
5267,,1 hr 30 min,Drama,Ainom (2011),{},tt2091855,,,,
5268,,1 hr 24 min,Drama,Dead Europe (2012),"{'Domestic': 2084, 'International': 2084}",tt2091880,,,"December 14, 2012 (United Kingdom)",
5269,,1 hr 31 min,Biography Comedy Documentary Drama,Generation Baby Buster (2012),{},tt2091890,,,,
5270,,17 min,Drama Family Short Thriller,And Winter Slow (2012),{},tt2091905,,,,
5271,,15 min,Comedy Horror Short,Night of the Pumpkin (2011),{},tt2091938,,,,
5272,,6 min,Action Animation Sci-Fi Short Thriller,PostHuman (2012),{},tt2091950,,,,
5273,,1 hr 40 min,Documentary Drama,Seventh-Gay Adventists (2012),{},tt2091963,,,,
5274,,26 min,Horror Short,The Earth Rejects Him (2011),{},tt2091978,,,,
5275,,1 hr 28 min,Drama,What Richard Did (2012),"{'Domestic': 2749, 'International': 485578, 'Worldwide': 488327}",tt2092011,Tribeca Film,,"October 5, 2012 (United Kingdom)",
5276,,19 min,Drama Short,Chloe Likes Olivia (2011),{},tt2092419,,,,
5277,,10 min,Action Adventure Fantasy Short,Pirates of the Caribbean: Tales of the Code: Wedlocked (2011),{},tt2092452,,,,
5278,,25 min,Comedy Drama Romance Short,The End (2011),{},tt2092466,,,,
5279,R,1 hr 23 min,Horror Mystery Thriller,Knock Knock 2 (2011),{},tt2093044,,,,
5280,,2 hr 37 min,Action Drama Family,Balunga Toka (2011),{},tt2093065,,,,
5281,,1 hr 35 min,Biography Documentary,Bel Borba Aqui (2012),"{'Domestic': 7426, 'International': 7426}",tt2093067,Producers Distribution Agency,1869.0,"October 3, 2012 (Domestic)",
5282,,19 min,Action Adventure Documentary Short Sport,Cold (2011),{},tt2093084,,,,
5283,,1 hr 10 min,Documentary,Color Runaway Dog (2011),{},tt2093086,,,,
5284,PG-13,1 hr 35 min,Documentary News,Escape Fire: The Fight to Rescue American Healthcare (2012),"{'Domestic': 126238, 'International': 126238}",tt2093109,Roadside Attractions,30953.0,"October 5, 2012 (Domestic)",
5285,,18 min,Drama Romance Short,Hold on Me (2011),{},tt2093140,,,,
5286,,1 hr 30 min,Drama,Placebo (2012),{},tt2093206,,,,
5287,,1 hr 8 min,Documentary,Race to World First (2013),{},tt2093215,,,,
5288,,,Documentary,Still Moving: Pilobolus at Forty (2012),{},tt2093237,,,,
5289,,,Short Thriller,Taking Shelter (2011),{},tt2093241,,,,
5290,,2 hr 10 min,Musical,The Damnation of Faust (2011),{},tt2093253,,,,
5291,,1 hr 25 min,Comedy,The Exquisite Corpse Project (2012),{},tt2093256,,,,
5292,,1 hr 37 min,Drama,The Prophet's Son (2012),"{'Domestic': 16983, 'International': 16983}",tt2093269,Slater Brothers Entertainment,8168.0,"September 29, 2012 (Domestic)",2750000.0
5293,,1 hr 24 min,Crime Drama Thriller,419 (2012),{},tt2093928,,,,
5294,R,1 hr 20 min,Crime Horror Mystery Thriller,Amber Alert (2012),{},tt2093944,,,,
5295,,1 hr 28 min,Documentary,At Night I Fly (2011),{},tt2093951,,,,
5296,,9 min,Drama Short,Behind the Walls (2011),{},tt2093954,,,,
5297,,1 hr 12 min,Comedy Documentary News,"Biba! One Island, 879 Votes (2011)",{},tt2093957,,,,
5298,,1 hr 23 min,Documentary,Comrade Duch: The Bookkeeper of Death (2011),{},tt2093976,,,,
5299,,1 hr 47 min,Drama Family Mystery,Mandie and the Forgotten Christmas (2011),{},tt2094052,,,,
5300,,1 hr 10 min,Drama,Return to Vengeance (2012),{},tt2094094,,,,
5301,,45 min,Action Biography Documentary News,Sayonara Speed Tribes (2012),{},tt2094110,,,,
5302,,1 hr 40 min,Documentary History,Sharing an Island (2012),{},tt2094114,,,,
5303,,55 min,Documentary Drama,Terra Blight (2012),{},tt2094129,,,,
5304,,8 min,Comedy Drama Short,The Flask (2011),{},tt2094143,,,,
5305,,5 min,Comedy Short,The Gay in the Attic (2011),{},tt2094144,,,,
5306,,1 hr 26 min,Drama Family,The Heart of Christmas (2011),{},tt2094146,,,,
5307,,1 hr 5 min,Animation,The Pettifogger (2011),{},tt2094154,,,,
5308,,1 hr 16 min,Comedy Drama Thriller,Weekend Retreat (2011),{},tt2094188,,,,
5309,,30 min,Documentary,24/7 Pacquiao/Marquez (2011),{},tt2094205,,,,
5310,,45 min,Documentary History,Nemesis: The Sun's Evil Twin (2011),{},tt2094663,,,,
5311,,48 min,Documentary,A Girl Like Her (2012),{},tt2094752,,,,
5312,,1 hr 28 min,Action Drama Thriller,American Paradice (2011),{},tt2094760,,,,
5313,,26 min,Animation Family Fantasy,An Elf's Story: The Elf on the Shelf (2010),{},tt2094761,,,,
5314,,,Documentary War,Bomb Patrol Afganistan (2011),{},tt2094783,,,,
5315,,1 hr 39 min,Crime Drama Thriller,Callous (2011),{},tt2094790,,,,
5316,,11 min,Sci-Fi Short,Crown (2012),{},tt2094805,,,,
5317,,1 hr 37 min,Documentary,It Is No Dream (2012),{},tt2094856,,,,
5318,,1 hr 25 min,Documentary Drama,Putin's Kiss (2011),"{'Domestic': 10082, 'International': 10082}",tt2094920,Kino Lorber,1525.0,"February 17, 2012 (Domestic)",
5319,,1 hr,Documentary,Susan Boyle: An Unlikely Superstar (2011),{},tt2094947,,,,
5320,,9 min,Horror Short Thriller,The Hunt (2011),{},tt2094965,,,,
5321,,1 hr 30 min,Comedy,The Man from Orlando (2012),{},tt2094969,,,,
5322,,1 hr 35 min,Animation Fantasy Horror,Where the Dead Go to Die (2012),{},tt2095004,,,,
5323,,58 min,Documentary,The Real Rocky (2011),{},tt2095019,,,,
5324,,1 hr 30 min,Action Crime Drama Thriller,Seal Team Six: The Raid on Osama Bin Laden (2012),"{'Domestic': 1198120, 'International': 1198120}",tt2095605,,,"October 26, 2012 (Mexico)",
5325,,24 min,Horror Short,Familiar (2012),{},tt2095640,,,,
5326,,18 min,Documentary History Mystery Short,Juku (2011),{},tt2095671,,,,
5327,,9 min,Action Short,Kart Driver (2011),{},tt2095675,,,,
5328,,1 hr 34 min,Comedy Drama Romance,More Than Stars (2012),{},tt2095714,,,,
5329,,1 hr 22 min,Horror Sci-Fi,Paranormal Incident (2011),{},tt2095742,,,,
5330,,56 min,Horror Thriller,Underground Lizard People (2011),{},tt2095813,,,,
5331,,1 hr 20 min,Documentary,Russian Libertine (2012),"{'Domestic': 4705, 'International': 4705}",tt2095819,,,"May 11, 2012 (Finland)",
5332,,1 hr 58 min,Comedy Horror Music,Weedwolf (2011),{},tt2095824,,,,
5333,,27 min,Drama Horror Romance Short,Affections (2012),{},tt2096363,,,,
5334,,1 hr 10 min,Documentary Music,Brick and Mortar and Love (2012),{},tt2096401,,,,
5335,,1 hr 27 min,Documentary Drama Music,Kyteman - Now What? (2011),{},tt2096519,,,,
5336,,1 hr 55 min,Biography Documentary,Method to the Madness of Jerry Lewis (2011),{},tt2096541,,,,
5337,,2 hr 6 min,Documentary,Once Upon a Time in the East (2011),{},tt2096562,,,,
5338,,1 hr 30 min,Documentary Music,Paradiso (2011),{},tt2096565,,,,
5339,,13 min,Comedy Short,The Procession (2012),{},tt2096572,,,,
5340,,1 hr 41 min,Drama,Of Skies and Earth (2011),{},tt2096585,,,,
5341,,10 min,Drama Short,Snow in Paradise (2012),{},tt2096610,,,,
5342,,14 min,Animation Biography Music Short,Tchaikovsky - An Elegy (2011),{},tt2096623,,,,
5343,,1 hr 15 min,Documentary,The Prophet (2011),"{'Domestic': 1180, 'International': 1180}",tt2096653,,,"September 21, 2012 (United Kingdom)",
5344,,2 hr 2 min,Documentary,Jaime Urrutia: La fuerza de la costumbre (2011),{},tt2097281,,,,
5345,,,Animation,Martha's Halloween (2011),{},tt2097296,,,,
5346,,1 hr 2 min,Animation Documentary,Money as Debt III: Evolution Beyond Money (2011),{},tt2097300,,,,
5347,,11 min,Biography Documentary Drama Short,It Ain't Over (2012),{},tt2097303,,,,
5348,R,1 hr 40 min,Action Adventure Comedy,Hit and Run (2012),"{'Domestic': 13749300, 'International': 3067347, 'Worldwide': 16816647}",tt2097307,Open Road Films (II),4526222.0,"August 22, 2012 (Domestic)",2000000.0
5349,,3 min,Action Adventure Animation Family Short,Synchronize (2011),{},tt2097327,,,,
5350,,1 hr 25 min,Horror Mystery Thriller,Blood Was Everywhere (2011),{},tt2097827,,,,
5351,,1 hr 45 min,Documentary Western,Drought (2011),{},tt2097844,,,,
5352,,26 min,Family Romance Short,Jake and Jasper: A Ferret Tale (2011),{},tt2097866,,,,
5353,,14 min,Animation Short Western,Wild Life (2011),{},tt2097943,,,,
5354,,45 min,Documentary History,How the Solar System was Made (2011),{},tt2098491,,,,
5355,R,1 hr 23 min,Adventure Comedy Romance Sci-Fi Thriller,Attack of the 50 Foot Cheerleader (2012),{},tt2098627,,,,
5356,,,Action,Batch No.16 (2011),{},tt2098630,,,,
5357,,,Action,Intercept (2012),{},tt2098719,,,,
5358,,11 min,Drama Fantasy Short,Sam (2012),{},tt2098798,,,,
5359,,1 hr 35 min,Documentary Drama News,The Collective Evolution II: The Human Experience (2011),{},tt2098833,,,,
5360,,1 hr 48 min,Horror Mystery Sci-Fi Thriller,Antiviral (2012),"{'Domestic': 61808, 'International': 61808}",tt2099556,,,"February 1, 2013 (United Kingdom)",
5361,,1 hr 28 min,Documentary Drama,Lonely Swallows: Living as the Children of Immigrant Workers (2012),{},tt2099665,,,,
5362,,1 hr 30 min,Sci-Fi,Dark Watchers: The Women in Black (2012),{},tt2099673,,,,
5363,,1 hr 20 min,Action Music Sci-Fi,Phoebe Phoenix (2011),{},tt2099694,,,,
5364,,1 hr 15 min,Documentary History Music,Re: Generation (2011),{},tt2099700,,,,
5365,,1 hr 26 min,Documentary Music,Reel Old School (2011),{},tt2099701,,,,
5366,,19 min,Drama Mystery Short,Road to Sundance (2013),{},tt2099705,,,,
5367,,3 min,Adventure Animation Fantasy Musical Short,Nightingales in December (2011),{},tt2099706,,,,
5368,,7 min,Drama Horror Short,The Halloween Kid (2011),{},tt2099753,,,,
5369,,1 hr 26 min,Adventure Biography Documentary Drama History,The Skin I'm In (2012),{},tt2099763,,,,
5370,,1 hr 30 min,Comedy,The Unfinished Works of Sean Weathers (2004),{},tt2099767,,,,
5371,,1 hr 21 min,Drama,Welcome to Pine Hill (2012),"{'Domestic': 6115, 'International': 6115}",tt2099788,Oscilloscope,3629.0,"March 1, 2013 (Domestic)",
5372,,5 min,Adventure Animation Comedy Family Sport,Air Mater (2011),{},tt2100093,,,,
5373,,1 hr 35 min,Family,A Smile as Big as the Moon (2012),{},tt2100380,,,,
5374,,26 min,Adventure Animation Comedy Family Fantasy,Ice Age: A Mammoth Christmas (2011),{},tt2100546,,,,
5375,,1 hr 21 min,Documentary Sport,Last Day at Lambeau (2012),{},tt2100567,,,,
5376,,18 min,Horror Short,Liplock (2011),{},tt2100572,,,,
5377,,1 hr 8 min,Documentary,Mayan Renaissance (2012),{},tt2100579,,,,
5378,,1 hr 34 min,Biography Documentary History News,Natasha: Portrait of an Urban Poet (2011),{},tt2100587,,,,
5379,,31 min,Documentary History Music Short,Through the Weeping Glass: On the Consolations of Life Everlasting (Limbos & Afterbreezes in the Mütter Museum) (2011),{},tt2100671,,,,
5380,,13 min,Drama Sci-Fi Short,Transmission (2012),{},tt2100673,,,,
5381,,1 hr 1 min,Adventure Documentary,Locked in Limbo (2011),{},tt2100688,,,,
5382,,1 hr 34 min,Documentary History,9/11: Day That Changed the World (2011),{},tt2101302,,,,
5383,,6 min,Biography Documentary News Short War,"A Falcon, a Revolution (2011)",{},tt2101303,,,,
5384,,1 hr 25 min,Biography Documentary,Anton Corbijn Inside Out (2012),"{'Domestic': 4105, 'International': 4105}",tt2101314,,,"May 9, 2012 (Belgium)",
5385,,51 min,Documentary,Benghazi Rising (2011),{},tt2101326,,,,
5386,,1 hr 34 min,Comedy Romance,Los Chidos (2012),{},tt2101388,,,,
5387,,2 hr 25 min,Action Crime Drama Thriller,Manila Kingpin: The Asiong Salonga Story (2011),{},tt2101393,,,,
5388,,1 hr 30 min,Biography Documentary Drama Family,Maori Boy Genius (2011),{},tt2101394,,,,
5389,,11 min,Drama Short,Remember Alice Bell? (2011),{},tt2101419,,,,
5390,,1 hr 2 min,Documentary,The Finland Phenomenon (2011),{},tt2101464,,,,
5391,,1 hr 43 min,Action Drama Family,The Gentleman (2011),{},tt2101465,,,,
5392,,,Documentary History,The Last Days of Osama Bin Laden (26.5) (2011),{},tt2101468,,,,
5393,,1 hr 5 min,Documentary,The Last Flight of Petr Ginz (2012),{},tt2101469,,,,
5394,,52 min,Documentary Family,My Life as a Turkey (2011),{},tt2101982,,,,
5395,,1 hr 59 min,Music,August and Everything After: Live at Town Hall (2011),{},tt2102273,,,,
5396,,1 hr 35 min,Drama,Choch (2011),{},tt2102295,,,,
5397,,1 hr 45 min,Documentary History,Asana Travelogue (2012),"{'Domestic': 499623, 'International': 499623}",tt2102302,,,"January 5, 2012 (Germany)",
